simpanan_id,nasabah_id,jenis_simpanan,saldo,suku_bunga_persen,tanggal_buka,mata_uang,status
SMP0008287,NSB0002878,Tabungan,250000000,2.0,2024-07-15,IDR,Aktif
SMP0008288,NSB0007780,Tabungan,250000000,2.0,2016-06-13,IDR,Ditutup
SMP0008289,NSB0001831,Giro,50000000,1.0,2016-12-09,IDR,Aktif
SMP0008290,NSB0001396,Tabungan,5000000,2.0,2024-01-12,IDR,Aktif
SMP0008291,NSB0001346,Tabungan,500000,0.5,2023-01-05,IDR,Aktif
SMP0008292,NSB0004278,Tabungan,100000,2.0,2019-09-11,USD,Aktif
SMP0008293,NSB0001927,Tabungan,10000000,1.5,2022-09-20,IDR,Aktif
SMP0008294,NSB0009428,Deposito,50000000,5.5,2019-12-30,IDR,Aktif
SMP0008295,NSB0007032,Tabungan,25000000,0.5,2016-10-13,IDR,Aktif
SMP0008296,NSB0009627,Giro,5000000,0.5,2016-07-04,IDR,Aktif
SMP0008297,NSB0002440,Tabungan,100000000,1.0,2015-11-14,IDR,Aktif
SMP0008298,NSB0006064,Giro,10000000,0.25,2018-10-14,IDR,Aktif
SMP0008299,NSB0001458,Giro,50000000,0.5,2019-01-12,IDR,Aktif
SMP0008300,NSB0008466,Tabungan,25000000,1.0,2024-10-24,IDR,Aktif
SMP0008301,NSB0009769,Tabungan,10000000,1.5,2018-09-15,IDR,Aktif
SMP0008302,NSB0005025,Giro,10000000,1.0,2019-11-06,IDR,Aktif
SMP0008303,NSB0008181,Tabungan,50000000,1.5,2023-04-16,IDR,Aktif
SMP0008304,NSB0001844,Tabungan,100000,0.5,2022-08-27,IDR,Aktif
SMP0008305,NSB0009178,Tabungan,50000000,1.0,2024-12-13,IDR,Aktif
SMP0008306,NSB0004707,Tabungan,500000,1.5,2018-03-26,IDR,Aktif
SMP0008307,NSB0003881,Deposito,25000000,4.0,2016-02-25,IDR,Aktif
SMP0008308,NSB0001431,Giro,500000000,0.25,2015-04-13,IDR,Aktif
SMP0008309,NSB0003062,Tabungan,10000000,2.0,2022-08-19,IDR,Aktif
SMP0008310,NSB0000814,Tabungan,1000000,2.0,2020-09-30,IDR,Ditutup
SMP0008311,NSB0006135,Tabungan,100000,1.5,2023-11-10,IDR,Aktif
SMP0008312,NSB0007639,Deposito,100000000,5.5,2023-03-04,IDR,Aktif
SMP0008313,NSB0002515,Deposito,10000000,5.5,2019-09-09,IDR,Aktif
SMP0008314,NSB0006330,Deposito,25000000,5.0,2019-12-13,IDR,Ditutup
SMP0008315,NSB0009477,Giro,500000000,0.25,2023-07-04,IDR,Aktif
SMP0008316,NSB0006743,Tabungan,100000000,0.5,2019-04-02,IDR,Ditutup
SMP0008317,NSB0002921,Giro,1000000000,0.5,2022-06-12,IDR,Aktif
SMP0008318,NSB0000062,Tabungan,100000000,0.5,2021-06-05,IDR,Aktif
SMP0008319,NSB0008043,Giro,500000000,0.25,2024-01-11,IDR,Aktif
SMP0008320,NSB0001227,Tabungan,10000000,0.5,2018-04-12,IDR,Ditutup
SMP0008321,NSB0006174,Deposito,10000000,5.5,2015-08-21,USD,Aktif
SMP0008322,NSB0003059,Tabungan,250000000,0.5,2021-08-25,IDR,Aktif
SMP0008323,NSB0009629,Tabungan,50000000,1.0,2021-08-14,IDR,Aktif
SMP0008324,NSB0009955,Tabungan,100000,0.5,2019-10-04,IDR,Aktif
SMP0008325,NSB0008539,Tabungan,1000000,1.5,2022-01-10,IDR,Aktif
SMP0008326,NSB0009445,Deposito,50000000,5.0,2019-11-10,IDR,Aktif
SMP0008327,NSB0001719,Tabungan,50000000,2.0,2016-03-02,IDR,Aktif
SMP0008328,NSB0001731,Tabungan,50000000,1.5,2015-12-17,IDR,Aktif
SMP0008329,NSB0009416,Tabungan,100000000,1.0,2017-08-15,IDR,Aktif
SMP0008330,NSB0004697,Deposito,1000000000,5.5,2015-10-06,USD,Aktif
SMP0008331,NSB0002228,Giro,50000000,0.5,2021-01-23,IDR,Aktif
SMP0008332,NSB0006418,Tabungan,1000000,1.0,2022-08-05,IDR,Aktif
SMP0008333,NSB0006512,Deposito,50000000,5.0,2019-11-07,IDR,Aktif
SMP0008334,NSB0002893,Giro,100000000,0.5,2015-03-12,IDR,Aktif
SMP0008335,NSB0009232,Tabungan,10000000,1.0,2018-06-28,USD,Aktif
SMP0008336,NSB0009830,Deposito,10000000,5.0,2016-02-28,IDR,Aktif
SMP0008337,NSB0000332,Tabungan,500000,1.5,2016-12-30,IDR,Ditutup
SMP0008338,NSB0005207,Giro,100000000,0.5,2017-11-26,IDR,Ditutup
SMP0008339,NSB0006863,Tabungan,5000000,1.5,2017-10-16,IDR,Ditutup
SMP0008340,NSB0002516,Tabungan,25000000,1.0,2018-05-13,IDR,Aktif
SMP0008341,NSB0000274,Tabungan,5000000,0.5,2017-09-05,IDR,Aktif
SMP0008342,NSB0004855,Deposito,500000000,4.0,2021-07-28,IDR,Ditutup
SMP0008343,NSB0007698,Deposito,50000000,4.0,2017-06-06,IDR,Aktif
SMP0008344,NSB0009014,Tabungan,1000000,1.0,2021-01-01,IDR,Aktif
SMP0008345,NSB0007919,Giro,5000000,0.5,2016-05-16,IDR,Aktif
SMP0008346,NSB0000608,Tabungan,5000000,2.0,2017-07-21,IDR,Aktif
SMP0008347,NSB0006203,Tabungan,100000,2.0,2020-03-02,IDR,Aktif
SMP0008348,NSB0002355,Tabungan,250000000,1.0,2017-06-14,IDR,Aktif
SMP0008349,NSB0001158,Tabungan,5000000,1.0,2018-02-24,IDR,Aktif
SMP0008350,NSB0006955,Deposito,10000000,5.0,2019-10-23,IDR,Aktif
SMP0008351,NSB0000483,Tabungan,500000,2.0,2023-04-10,IDR,Aktif
SMP0008352,NSB0003560,Tabungan,5000000,1.0,2015-04-05,IDR,Aktif
SMP0008353,NSB0000946,Giro,5000000,0.25,2024-03-11,IDR,Ditutup
SMP0008354,NSB0005889,Tabungan,25000000,1.0,2015-05-05,IDR,Aktif
SMP0008355,NSB0008712,Tabungan,25000000,0.5,2024-11-11,IDR,Aktif
SMP0008356,NSB0009715,Tabungan,100000000,1.0,2023-04-30,IDR,Aktif
SMP0008357,NSB0009844,Tabungan,250000000,2.0,2023-04-05,IDR,Aktif
SMP0008358,NSB0002272,Giro,100000000,0.25,2017-11-03,USD,Aktif
SMP0008359,NSB0007197,Tabungan,250000000,2.0,2022-02-01,IDR,Aktif
SMP0008360,NSB0009398,Tabungan,10000000,0.5,2021-11-11,IDR,Aktif
SMP0008361,NSB0007392,Giro,5000000,1.0,2024-09-18,IDR,Aktif
SMP0008362,NSB0000921,Deposito,10000000,4.5,2020-04-03,IDR,Aktif
SMP0008363,NSB0001402,Deposito,500000000,4.5,2024-05-25,IDR,Aktif
SMP0008364,NSB0006060,Tabungan,1000000,0.5,2016-06-26,IDR,Ditutup
SMP0008365,NSB0006513,Deposito,500000000,4.0,2023-06-05,IDR,Aktif
SMP0008366,NSB0005176,Deposito,25000000,5.0,2022-08-21,IDR,Aktif
SMP0008367,NSB0007114,Tabungan,500000,2.0,2023-04-17,IDR,Aktif
SMP0008368,NSB0004192,Deposito,10000000,4.0,2021-09-02,IDR,Aktif
SMP0008369,NSB0003796,Giro,50000000,0.25,2015-06-26,IDR,Aktif
SMP0008370,NSB0007623,Tabungan,5000000,2.0,2023-08-18,USD,Aktif
SMP0008371,NSB0008879,Deposito,25000000,4.0,2024-01-21,IDR,Aktif
SMP0008372,NSB0008377,Tabungan,250000000,1.5,2023-06-10,IDR,Aktif
SMP0008373,NSB0009209,Tabungan,100000000,1.0,2020-08-30,IDR,Aktif
SMP0008374,NSB0009417,Tabungan,500000,2.0,2020-12-13,IDR,Aktif
SMP0008375,NSB0002251,Deposito,1000000000,4.5,2023-01-03,IDR,Aktif
SMP0008376,NSB0006620,Tabungan,1000000,1.5,2023-09-09,IDR,Aktif
SMP0008377,NSB0001637,Tabungan,500000,2.0,2022-10-04,IDR,Aktif
SMP0008378,NSB0000353,Tabungan,500000,2.0,2020-06-26,IDR,Aktif
SMP0008379,NSB0008372,Tabungan,100000,1.0,2017-11-25,IDR,Aktif
SMP0008380,NSB0008704,Tabungan,250000000,0.5,2023-09-12,USD,Aktif
SMP0008381,NSB0000686,Tabungan,5000000,0.5,2016-03-28,IDR,Aktif
SMP0008382,NSB0006662,Tabungan,100000,2.0,2018-02-12,IDR,Aktif
SMP0008383,NSB0004161,Tabungan,500000,1.5,2015-04-15,IDR,Aktif
SMP0008384,NSB0000408,Giro,50000000,1.0,2022-11-13,IDR,Ditutup
SMP0008385,NSB0004203,Tabungan,50000000,1.0,2024-06-19,IDR,Aktif
SMP0008386,NSB0000456,Tabungan,25000000,2.0,2023-03-29,IDR,Ditutup
SMP0008387,NSB0007168,Tabungan,250000000,0.5,2023-07-15,IDR,Ditutup
SMP0008388,NSB0007222,Deposito,500000000,5.0,2021-09-05,IDR,Aktif
SMP0008389,NSB0007289,Tabungan,5000000,0.5,2016-10-13,IDR,Aktif
SMP0008390,NSB0003346,Tabungan,1000000,1.0,2018-04-20,IDR,Aktif
SMP0008391,NSB0007931,Tabungan,5000000,0.5,2015-07-26,IDR,Aktif
SMP0008392,NSB0007031,Tabungan,25000000,2.0,2018-03-06,IDR,Aktif
SMP0008393,NSB0002804,Tabungan,50000000,2.0,2016-10-15,IDR,Aktif
SMP0008394,NSB0005333,Tabungan,100000000,1.5,2022-12-30,IDR,Aktif
SMP0008395,NSB0004794,Deposito,500000000,3.5,2019-05-29,IDR,Aktif
SMP0008396,NSB0008990,Deposito,250000000,5.0,2021-04-19,IDR,Aktif
SMP0008397,NSB0005295,Deposito,50000000,3.5,2020-07-25,IDR,Aktif
SMP0008398,NSB0004317,Deposito,10000000,5.0,2020-08-28,IDR,Aktif
SMP0008399,NSB0009615,Tabungan,10000000,1.0,2023-05-03,IDR,Aktif
SMP0008400,NSB0007952,Giro,50000000,0.25,2024-11-30,IDR,Aktif
SMP0008401,NSB0004973,Deposito,250000000,5.0,2022-02-18,IDR,Aktif
SMP0008402,NSB0003068,Giro,100000000,1.0,2023-06-28,IDR,Aktif
SMP0008403,NSB0003292,Tabungan,10000000,1.5,2021-08-17,IDR,Aktif
SMP0008404,NSB0007541,Tabungan,250000000,0.5,2024-01-02,IDR,Aktif
SMP0008405,NSB0002506,Giro,100000000,0.25,2022-07-26,IDR,Aktif
SMP0008406,NSB0004963,Tabungan,50000000,1.0,2019-03-31,IDR,Aktif
SMP0008407,NSB0005925,Tabungan,10000000,1.0,2018-10-20,IDR,Aktif
SMP0008408,NSB0003808,Giro,500000000,0.5,2019-06-08,IDR,Ditutup
SMP0008409,NSB0006093,Tabungan,5000000,1.0,2017-03-28,IDR,Aktif
SMP0008410,NSB0000636,Tabungan,50000000,1.0,2018-10-31,IDR,Aktif
SMP0008411,NSB0005318,Tabungan,1000000,0.5,2023-12-19,IDR,Aktif
SMP0008412,NSB0000642,Deposito,25000000,3.5,2018-03-28,IDR,Aktif
SMP0008413,NSB0001160,Tabungan,10000000,0.5,2022-12-11,IDR,Aktif
SMP0008414,NSB0009728,Tabungan,1000000,1.5,2019-09-05,IDR,Aktif
SMP0008415,NSB0005543,Tabungan,25000000,0.5,2020-01-01,IDR,Aktif
SMP0008416,NSB0006605,Tabungan,50000000,0.5,2022-03-21,IDR,Ditutup
SMP0008417,NSB0009198,Giro,1000000000,1.0,2021-01-29,IDR,Aktif
SMP0008418,NSB0006838,Deposito,500000000,4.5,2018-05-29,IDR,Ditutup
SMP0008419,NSB0006058,Deposito,25000000,3.5,2015-06-27,IDR,Aktif
SMP0008420,NSB0009352,Tabungan,100000,1.0,2022-11-04,IDR,Aktif
SMP0008421,NSB0000792,Tabungan,100000000,1.0,2022-09-11,IDR,Aktif
SMP0008422,NSB0000248,Tabungan,500000,1.0,2024-10-02,IDR,Aktif
SMP0008423,NSB0009733,Tabungan,1000000,2.0,2023-09-11,IDR,Aktif
SMP0008424,NSB0005772,Tabungan,1000000,1.0,2019-08-31,IDR,Aktif
SMP0008425,NSB0002081,Tabungan,100000000,1.0,2015-03-29,IDR,Aktif
SMP0008426,NSB0001921,Tabungan,250000000,2.0,2015-11-23,IDR,Aktif
SMP0008427,NSB0007184,Tabungan,25000000,2.0,2018-11-07,IDR,Aktif
SMP0008428,NSB0007235,Tabungan,25000000,0.5,2021-11-18,IDR,Aktif
SMP0008429,NSB0003407,Tabungan,10000000,1.5,2023-10-15,IDR,Aktif
SMP0008430,NSB0006258,Tabungan,50000000,2.0,2017-12-15,IDR,Aktif
SMP0008431,NSB0007936,Giro,100000000,1.0,2018-06-11,IDR,Aktif
SMP0008432,NSB0005448,Giro,50000000,1.0,2016-03-30,USD,Aktif
SMP0008433,NSB0009390,Tabungan,100000,1.0,2022-09-25,IDR,Ditutup
SMP0008434,NSB0000573,Deposito,25000000,4.5,2015-04-26,IDR,Aktif
SMP0008435,NSB0003662,Tabungan,10000000,1.5,2019-01-24,IDR,Aktif
SMP0008436,NSB0002911,Giro,10000000,0.5,2015-05-06,IDR,Aktif
SMP0008437,NSB0007380,Tabungan,25000000,2.0,2015-07-21,IDR,Aktif
SMP0008438,NSB0008489,Tabungan,250000000,1.0,2020-12-24,IDR,Aktif
SMP0008439,NSB0004343,Tabungan,1000000,0.5,2022-01-17,IDR,Aktif
SMP0008440,NSB0001972,Tabungan,50000000,1.0,2016-08-03,IDR,Ditutup
SMP0008441,NSB0004437,Deposito,1000000000,3.5,2016-02-15,IDR,Aktif
SMP0008442,NSB0004411,Giro,50000000,0.5,2021-05-28,IDR,Ditutup
SMP0008443,NSB0004247,Deposito,500000000,3.5,2022-06-20,IDR,Ditutup
SMP0008444,NSB0009959,Deposito,250000000,4.0,2021-12-27,IDR,Aktif
SMP0008445,NSB0007360,Tabungan,500000,0.5,2021-07-09,USD,Aktif
SMP0008446,NSB0003040,Tabungan,25000000,1.5,2017-06-15,IDR,Aktif
SMP0008447,NSB0003734,Tabungan,100000,0.5,2020-09-22,IDR,Aktif
SMP0008448,NSB0004832,Tabungan,100000000,1.0,2020-07-10,IDR,Aktif
SMP0008449,NSB0005550,Giro,10000000,0.25,2024-08-31,IDR,Ditutup
SMP0008450,NSB0005196,Tabungan,500000,2.0,2024-03-14,IDR,Aktif
SMP0008451,NSB0007338,Tabungan,1000000,1.0,2021-05-07,IDR,Aktif
SMP0008452,NSB0006123,Tabungan,50000000,0.5,2015-03-18,IDR,Aktif
SMP0008453,NSB0008618,Giro,5000000,0.5,2019-12-02,IDR,Aktif
SMP0008454,NSB0000572,Tabungan,50000000,1.0,2016-02-09,IDR,Ditutup
SMP0008455,NSB0001357,Tabungan,10000000,2.0,2021-12-09,IDR,Aktif
SMP0008456,NSB0005023,Tabungan,25000000,2.0,2017-06-22,IDR,Aktif
SMP0008457,NSB0000481,Tabungan,10000000,0.5,2019-05-29,IDR,Aktif
SMP0008458,NSB0001971,Tabungan,100000000,1.0,2016-01-01,IDR,Aktif
SMP0008459,NSB0003925,Tabungan,25000000,2.0,2022-08-10,USD,Aktif
SMP0008460,NSB0004720,Deposito,50000000,4.5,2022-12-28,IDR,Aktif
SMP0008461,NSB0002367,Deposito,250000000,5.5,2022-03-17,IDR,Aktif
SMP0008462,NSB0002315,Tabungan,1000000,1.5,2020-08-03,IDR,Aktif
SMP0008463,NSB0002271,Giro,10000000,0.25,2020-04-04,IDR,Aktif
SMP0008464,NSB0009523,Giro,100000000,0.5,2020-06-26,IDR,Aktif
SMP0008465,NSB0009876,Deposito,10000000,4.5,2020-05-31,IDR,Aktif
SMP0008466,NSB0004106,Tabungan,250000000,0.5,2022-05-10,IDR,Aktif
SMP0008467,NSB0008923,Tabungan,1000000,1.5,2017-12-04,IDR,Aktif
SMP0008468,NSB0003984,Deposito,1000000000,4.5,2018-04-27,IDR,Aktif
SMP0008469,NSB0006474,Deposito,10000000,3.5,2018-02-07,IDR,Aktif
SMP0008470,NSB0004154,Tabungan,25000000,0.5,2024-08-23,IDR,Aktif
SMP0008471,NSB0009049,Giro,100000000,1.0,2017-11-23,IDR,Aktif
SMP0008472,NSB0002109,Tabungan,5000000,0.5,2024-01-20,IDR,Aktif
SMP0008473,NSB0009659,Deposito,50000000,5.5,2015-11-22,IDR,Aktif
SMP0008474,NSB0008500,Tabungan,50000000,2.0,2018-09-09,IDR,Aktif
SMP0008475,NSB0002138,Tabungan,50000000,1.0,2017-10-21,IDR,Aktif
SMP0008476,NSB0007265,Tabungan,50000000,1.5,2019-05-13,IDR,Aktif
SMP0008477,NSB0002151,Tabungan,25000000,1.5,2024-02-11,IDR,Aktif
SMP0008478,NSB0009479,Tabungan,500000,1.5,2018-01-23,IDR,Aktif
SMP0008479,NSB0008461,Tabungan,1000000,1.5,2019-08-18,IDR,Aktif
SMP0008480,NSB0003566,Deposito,25000000,3.5,2015-09-19,IDR,Aktif
SMP0008481,NSB0003017,Deposito,50000000,4.0,2024-09-01,IDR,Aktif
SMP0008482,NSB0009584,Tabungan,100000,2.0,2023-06-14,IDR,Aktif
SMP0008483,NSB0009291,Deposito,1000000000,3.5,2019-03-22,IDR,Aktif
SMP0008484,NSB0005615,Tabungan,5000000,1.5,2017-07-29,IDR,Aktif
SMP0008485,NSB0000585,Deposito,100000000,4.5,2018-01-18,IDR,Aktif
SMP0008486,NSB0005658,Tabungan,10000000,2.0,2020-02-04,USD,Aktif
SMP0008487,NSB0002686,Deposito,100000000,4.0,2015-08-16,IDR,Aktif
SMP0008488,NSB0005782,Tabungan,1000000,1.0,2021-03-29,IDR,Aktif
SMP0008489,NSB0004363,Tabungan,250000000,1.5,2024-06-22,IDR,Aktif
SMP0008490,NSB0006068,Tabungan,250000000,1.5,2018-01-28,IDR,Aktif
SMP0008491,NSB0008047,Tabungan,250000000,0.5,2018-06-21,IDR,Aktif
SMP0008492,NSB0003180,Tabungan,500000,1.0,2018-07-31,IDR,Aktif
SMP0008493,NSB0002496,Deposito,25000000,4.5,2015-01-25,IDR,Aktif
SMP0008494,NSB0008141,Deposito,250000000,5.5,2020-02-28,IDR,Aktif
SMP0008495,NSB0000473,Tabungan,500000,0.5,2024-02-20,IDR,Aktif
SMP0008496,NSB0005130,Deposito,500000000,4.0,2021-02-23,IDR,Ditutup
SMP0008497,NSB0001609,Tabungan,5000000,1.5,2021-07-07,IDR,Aktif
SMP0008498,NSB0008447,Tabungan,250000000,2.0,2017-11-18,IDR,Aktif
SMP0008499,NSB0004479,Tabungan,100000000,2.0,2018-05-06,USD,Ditutup
SMP0008500,NSB0000926,Deposito,100000000,5.0,2022-11-13,IDR,Aktif
SMP0008501,NSB0000383,Deposito,100000000,3.5,2020-04-11,USD,Aktif
SMP0008502,NSB0008984,Tabungan,50000000,1.5,2020-09-12,IDR,Aktif
SMP0008503,NSB0003162,Deposito,1000000000,5.5,2019-08-21,IDR,Aktif
SMP0008504,NSB0008822,Tabungan,5000000,1.0,2018-05-25,IDR,Aktif
SMP0008505,NSB0004945,Giro,1000000000,0.5,2015-12-20,IDR,Aktif
SMP0008506,NSB0003898,Deposito,10000000,5.0,2020-03-25,IDR,Aktif
SMP0008507,NSB0007741,Tabungan,250000000,2.0,2020-03-22,IDR,Ditutup
SMP0008508,NSB0006466,Deposito,250000000,5.0,2019-08-07,IDR,Aktif
SMP0008509,NSB0002631,Deposito,1000000000,5.5,2016-02-05,IDR,Aktif
SMP0008510,NSB0000805,Deposito,250000000,5.0,2018-11-12,IDR,Aktif
SMP0008511,NSB0009772,Tabungan,100000,2.0,2015-01-13,IDR,Aktif
SMP0008512,NSB0003964,Deposito,250000000,4.5,2020-08-17,IDR,Aktif
SMP0008513,NSB0004068,Tabungan,25000000,2.0,2018-01-07,IDR,Aktif
SMP0008514,NSB0004895,Deposito,1000000000,3.5,2023-05-31,IDR,Aktif
SMP0008515,NSB0007736,Tabungan,10000000,2.0,2024-05-30,IDR,Aktif
SMP0008516,NSB0002653,Tabungan,100000000,0.5,2016-07-29,IDR,Aktif
SMP0008517,NSB0002925,Tabungan,500000,2.0,2021-01-19,IDR,Aktif
SMP0008518,NSB0004285,Deposito,100000000,4.0,2016-08-07,IDR,Aktif
SMP0008519,NSB0001099,Tabungan,100000000,1.0,2018-07-28,IDR,Aktif
SMP0008520,NSB0005689,Tabungan,10000000,2.0,2017-10-24,IDR,Aktif
SMP0008521,NSB0009715,Tabungan,10000000,2.0,2018-02-05,IDR,Aktif
SMP0008522,NSB0002227,Deposito,1000000000,3.5,2020-04-25,IDR,Aktif
SMP0008523,NSB0009593,Tabungan,250000000,0.5,2020-02-07,IDR,Aktif
SMP0008524,NSB0009280,Giro,1000000000,0.5,2020-02-17,IDR,Ditutup
SMP0008525,NSB0002961,Tabungan,25000000,1.0,2015-05-30,IDR,Aktif
SMP0008526,NSB0001782,Tabungan,100000,0.5,2021-11-04,IDR,Aktif
SMP0008527,NSB0000629,Deposito,500000000,4.5,2023-10-21,IDR,Aktif
SMP0008528,NSB0000653,Giro,10000000,0.5,2019-05-02,IDR,Aktif
SMP0008529,NSB0005825,Tabungan,50000000,2.0,2019-12-23,IDR,Aktif
SMP0008530,NSB0007230,Giro,500000000,0.5,2018-04-17,IDR,Aktif
SMP0008531,NSB0000060,Giro,50000000,0.25,2015-11-20,USD,Aktif
SMP0008532,NSB0007147,Giro,100000000,0.5,2021-09-27,USD,Aktif
SMP0008533,NSB0000420,Tabungan,100000000,1.5,2015-06-24,IDR,Aktif
SMP0008534,NSB0007188,Tabungan,25000000,2.0,2024-04-01,IDR,Aktif
SMP0008535,NSB0009833,Deposito,25000000,4.0,2015-07-15,IDR,Aktif
SMP0008536,NSB0007193,Deposito,1000000000,5.5,2022-12-16,IDR,Aktif
SMP0008537,NSB0002147,Giro,5000000,1.0,2021-02-12,IDR,Ditutup
SMP0008538,NSB0003806,Tabungan,100000000,1.0,2015-02-21,IDR,Aktif
SMP0008539,NSB0008767,Deposito,100000000,4.0,2020-11-15,IDR,Ditutup
SMP0008540,NSB0009756,Tabungan,100000000,2.0,2022-02-06,IDR,Aktif
SMP0008541,NSB0000207,Tabungan,100000,1.0,2021-03-27,IDR,Aktif
SMP0008542,NSB0007613,Tabungan,10000000,2.0,2020-03-05,IDR,Ditutup
SMP0008543,NSB0004146,Tabungan,50000000,0.5,2024-07-07,IDR,Aktif
SMP0008544,NSB0006349,Deposito,1000000000,4.0,2020-03-11,IDR,Aktif
SMP0008545,NSB0003544,Tabungan,25000000,1.0,2018-01-22,IDR,Aktif
SMP0008546,NSB0005822,Tabungan,50000000,1.0,2024-03-26,IDR,Aktif
SMP0008547,NSB0002543,Deposito,10000000,5.5,2023-04-27,IDR,Aktif
SMP0008548,NSB0000707,Tabungan,500000,2.0,2022-09-10,IDR,Aktif
SMP0008549,NSB0002334,Deposito,25000000,4.5,2018-06-23,IDR,Aktif
SMP0008550,NSB0004976,Giro,50000000,0.5,2023-07-26,IDR,Aktif
SMP0008551,NSB0000951,Tabungan,100000,2.0,2020-05-20,IDR,Aktif
SMP0008552,NSB0000655,Tabungan,250000000,1.5,2016-08-17,IDR,Aktif
SMP0008553,NSB0007651,Tabungan,250000000,1.5,2020-12-28,IDR,Aktif
SMP0008554,NSB0001101,Deposito,250000000,5.5,2018-05-21,IDR,Aktif
SMP0008555,NSB0004808,Tabungan,1000000,1.0,2021-05-01,IDR,Aktif
SMP0008556,NSB0000567,Tabungan,100000,1.0,2022-09-29,USD,Aktif
SMP0008557,NSB0007588,Deposito,10000000,5.5,2020-10-07,IDR,Aktif
SMP0008558,NSB0000339,Tabungan,50000000,0.5,2016-07-17,IDR,Aktif
SMP0008559,NSB0002312,Tabungan,10000000,1.0,2015-08-02,USD,Ditutup
SMP0008560,NSB0000700,Giro,1000000000,0.5,2018-09-17,IDR,Aktif
SMP0008561,NSB0008938,Tabungan,50000000,2.0,2021-08-29,IDR,Aktif
SMP0008562,NSB0003950,Deposito,25000000,4.0,2015-02-14,IDR,Aktif
SMP0008563,NSB0006478,Tabungan,250000000,1.5,2022-06-21,IDR,Aktif
SMP0008564,NSB0002238,Tabungan,100000000,0.5,2022-01-21,IDR,Aktif
SMP0008565,NSB0002333,Deposito,25000000,5.0,2019-06-23,IDR,Aktif
SMP0008566,NSB0000125,Giro,50000000,0.5,2021-12-03,IDR,Aktif
SMP0008567,NSB0009597,Giro,10000000,0.5,2024-01-10,IDR,Aktif
SMP0008568,NSB0008186,Giro,500000000,1.0,2018-08-30,IDR,Aktif
SMP0008569,NSB0008854,Tabungan,50000000,1.0,2018-06-28,IDR,Aktif
SMP0008570,NSB0009681,Tabungan,10000000,1.5,2024-04-05,IDR,Aktif
SMP0008571,NSB0004274,Tabungan,100000000,1.5,2016-02-28,IDR,Aktif
SMP0008572,NSB0009735,Tabungan,5000000,2.0,2016-07-12,IDR,Aktif
SMP0008573,NSB0005359,Tabungan,1000000,1.5,2016-09-01,IDR,Aktif
SMP0008574,NSB0002239,Tabungan,100000,1.5,2016-12-20,IDR,Aktif
SMP0008575,NSB0007545,Tabungan,10000000,2.0,2023-12-25,IDR,Aktif
SMP0008576,NSB0008930,Tabungan,500000,1.0,2020-06-04,IDR,Aktif
SMP0008577,NSB0003563,Tabungan,5000000,1.5,2018-02-05,IDR,Aktif
SMP0008578,NSB0008821,Tabungan,25000000,1.0,2019-03-16,IDR,Aktif
SMP0008579,NSB0000701,Deposito,100000000,4.5,2015-08-29,IDR,Aktif
SMP0008580,NSB0000380,Tabungan,250000000,1.5,2022-06-04,IDR,Aktif
SMP0008581,NSB0001278,Tabungan,500000,2.0,2016-11-18,IDR,Aktif
SMP0008582,NSB0009518,Tabungan,1000000,1.0,2021-12-12,IDR,Aktif
SMP0008583,NSB0007954,Tabungan,1000000,1.5,2024-02-04,IDR,Aktif
SMP0008584,NSB0001351,Giro,1000000000,0.5,2020-07-16,IDR,Aktif
SMP0008585,NSB0001572,Deposito,250000000,5.5,2017-08-25,IDR,Aktif
SMP0008586,NSB0009095,Deposito,250000000,5.5,2021-02-05,IDR,Aktif
SMP0008587,NSB0009056,Tabungan,100000,1.5,2017-03-22,IDR,Aktif
SMP0008588,NSB0009942,Tabungan,100000,1.0,2021-10-13,IDR,Aktif
SMP0008589,NSB0002221,Tabungan,50000000,0.5,2022-06-27,IDR,Aktif
SMP0008590,NSB0009949,Tabungan,50000000,1.0,2019-04-09,IDR,Aktif
SMP0008591,NSB0004423,Deposito,50000000,4.0,2022-03-14,IDR,Aktif
SMP0008592,NSB0005226,Tabungan,25000000,1.0,2019-09-29,IDR,Aktif
SMP0008593,NSB0003810,Tabungan,5000000,1.0,2019-04-01,IDR,Aktif
SMP0008594,NSB0005994,Tabungan,1000000,0.5,2016-04-23,IDR,Ditutup
SMP0008595,NSB0003117,Tabungan,100000000,2.0,2021-02-18,IDR,Ditutup
SMP0008596,NSB0003960,Tabungan,100000000,0.5,2019-08-24,IDR,Aktif
SMP0008597,NSB0000942,Tabungan,100000000,2.0,2019-10-21,IDR,Aktif
SMP0008598,NSB0007523,Tabungan,50000000,1.5,2018-09-13,IDR,Aktif
SMP0008599,NSB0008759,Giro,5000000,1.0,2022-04-24,USD,Aktif
SMP0008600,NSB0000978,Deposito,250000000,4.5,2020-07-09,IDR,Aktif
SMP0008601,NSB0005676,Tabungan,25000000,1.0,2019-10-18,IDR,Aktif
SMP0008602,NSB0003675,Deposito,25000000,3.5,2022-02-08,IDR,Aktif
SMP0008603,NSB0006461,Deposito,500000000,5.5,2018-11-28,IDR,Aktif
SMP0008604,NSB0009037,Tabungan,100000000,0.5,2022-02-09,IDR,Aktif
SMP0008605,NSB0004778,Tabungan,10000000,0.5,2020-07-10,IDR,Aktif
SMP0008606,NSB0001615,Tabungan,100000,0.5,2024-02-21,IDR,Aktif
