kredit_id,nasabah_id,jenis_kredit,jumlah_pinjaman,outstanding,tenor_bulan,suku_bunga_persen,tanggal_pencairan,tanggal_jatuh_tempo,status_kolektibilitas,agunan,sektor_ekonomi
KRD002481,NSB0003322,KUR Mikro,15000000,3967053,12,6.0,2023-05-13,2024-05-07,2-Dalam Perhatian Khusus,Sertifikat Tanah,Pertanian
KRD002482,NSB0007167,KPR,750000000,421480190,120,8.5,2022-10-22,2032-08-30,1-Lancar,Deposito,Perikanan
KRD002483,NSB0008240,Kartu Kredit,1000000000,780633077,60,8.5,2022-12-31,2027-12-05,1-Lancar,BPKB,Manufaktur
KRD002484,NSB0001683,KPR,500000000,389810827,180,7.5,2020-10-06,2035-07-20,1-Lancar,Personal Guarantee,Perikanan
KRD002485,NSB0007660,KPR,750000000,603907660,240,9.5,2021-09-04,2041-05-22,4-Diragukan,Personal Guarantee,Manufaktur
KRD002486,NSB0000999,KUR Mikro,5000000,3620186,24,6.0,2023-06-30,2025-06-19,4-Diragukan,Deposito,Pertanian
KRD002487,NSB0000799,KPR,1000000000,741061737,120,9.5,2022-02-20,2031-12-30,1-Lancar,Tanpa Agunan,Perikanan
KRD002488,NSB0008426,KUR Mikro,25000000,13373610,24,6.0,2020-09-20,2022-09-10,4-Diragukan,Mesin/Peralatan,F&B
KRD002489,NSB0001196,KUR Kecil,500000000,462849978,36,6.0,2023-04-11,2026-03-26,1-Lancar,Sertifikat Tanah,Transportasi
KRD002490,NSB0007740,KPR,300000000,88488361,120,9.5,2021-03-09,2031-01-16,1-Lancar,Mesin/Peralatan,Konstruksi
KRD002491,NSB0006796,KKB,300000000,150545942,48,9.5,2020-07-30,2024-07-09,3-Kurang Lancar,BPKB,Konstruksi
KRD002492,NSB0003098,KPR,500000000,393710213,240,11.0,2023-12-03,2043-08-20,1-Lancar,Sertifikat Tanah,F&B
KRD002493,NSB0001848,KPR,500000000,362510442,240,10.0,2022-03-14,2041-11-29,4-Diragukan,Mesin/Peralatan,Transportasi
KRD002494,NSB0005646,Kartu Kredit,100000000,51864650,12,12.0,2024-12-30,2025-12-25,1-Lancar,Deposito,Perdagangan
KRD002495,NSB0009881,KUR Kecil,50000000,22161854,60,6.0,2021-02-09,2026-01-14,1-Lancar,Tanpa Agunan,Perikanan
KRD002496,NSB0006123,Kredit Modal Kerja,500000000,133113557,24,8.0,2020-11-05,2022-10-26,1-Lancar,Mesin/Peralatan,Properti
KRD002497,NSB0001818,Kredit Multiguna,1000000000,657461739,36,9.0,2023-01-13,2025-12-28,1-Lancar,Tanpa Agunan,Konstruksi
KRD002498,NSB0008965,KKB,100000000,11450452,60,11.0,2024-09-07,2029-08-12,1-Lancar,Tanpa Agunan,Pertanian
KRD002499,NSB0008661,KPR,200000000,40758022,120,11.0,2021-09-09,2031-07-19,5-Macet,Tanpa Agunan,Perikanan
KRD002500,NSB0004913,KPR,750000000,440130611,180,7.5,2022-03-06,2036-12-17,1-Lancar,BPKB,Perikanan
KRD002501,NSB0009838,Kredit Modal Kerja,50000000,47039589,24,12.0,2021-02-22,2023-02-12,1-Lancar,Mesin/Peralatan,Manufaktur
KRD002502,NSB0006370,KUR Mikro,5000000,4411501,12,6.0,2025-01-17,2026-01-12,2-Dalam Perhatian Khusus,Mesin/Peralatan,Pertanian
KRD002503,NSB0008375,KPR,500000000,129019905,240,7.5,2022-12-18,2042-09-04,1-Lancar,Tanpa Agunan,Konstruksi
KRD002504,NSB0000221,Kartu Kredit,50000000,32705142,36,7.5,2022-02-17,2025-02-01,1-Lancar,BPKB,Pertanian
KRD002505,NSB0008288,Kartu Kredit,100000000,76613799,24,12.0,2021-08-02,2023-07-23,1-Lancar,BPKB,Jasa
KRD002506,NSB0000574,Kredit Modal Kerja,250000000,45246974,12,7.5,2025-02-05,2026-01-31,1-Lancar,Mesin/Peralatan,Transportasi
KRD002507,NSB0001484,KKB,100000000,57463162,48,7.5,2024-07-14,2028-06-23,1-Lancar,Deposito,Pertanian
KRD002508,NSB0009530,Kredit Modal Kerja,50000000,16539262,12,7.5,2022-01-21,2023-01-16,1-Lancar,Mesin/Peralatan,Perdagangan
KRD002509,NSB0008763,KUR Mikro,20000000,17197391,36,6.0,2023-05-16,2026-04-30,1-Lancar,BPKB,Manufaktur
KRD002510,NSB0000345,KPR,750000000,181403979,180,10.5,2020-06-19,2035-04-02,1-Lancar,Deposito,Jasa
KRD002511,NSB0006407,Kredit Investasi,500000000,92977177,48,9.5,2024-07-20,2028-06-29,1-Lancar,Mesin/Peralatan,F&B
KRD002512,NSB0008092,KKB,500000000,110483354,36,11.0,2022-02-03,2025-01-18,1-Lancar,Personal Guarantee,Perikanan
KRD002513,NSB0003387,KPR,750000000,293491794,180,8.0,2020-05-12,2035-02-23,4-Diragukan,Deposito,Jasa
KRD002514,NSB0004588,KUR Kecil,100000000,10940924,48,6.0,2020-06-09,2024-05-19,1-Lancar,Deposito,Konstruksi
KRD002515,NSB0006341,KPR,500000000,169343887,120,9.0,2024-01-16,2033-11-24,2-Dalam Perhatian Khusus,Mesin/Peralatan,Transportasi
KRD002516,NSB0007665,Kartu Kredit,100000000,82244613,36,8.0,2024-06-29,2027-06-14,1-Lancar,Personal Guarantee,Retail
KRD002517,NSB0008365,Kredit Modal Kerja,500000000,129567304,36,9.5,2022-12-08,2025-11-22,2-Dalam Perhatian Khusus,Tanpa Agunan,Properti
KRD002518,NSB0001944,KUR Mikro,20000000,11339277,12,6.0,2024-10-27,2025-10-22,1-Lancar,Tanpa Agunan,Konstruksi
KRD002519,NSB0008479,Kartu Kredit,1000000000,886419352,36,12.0,2022-02-23,2025-02-07,1-Lancar,Personal Guarantee,Perikanan
KRD002520,NSB0004458,KUR Kecil,300000000,242380751,60,6.0,2020-01-25,2024-12-29,1-Lancar,Tanpa Agunan,Manufaktur
KRD002521,NSB0005166,Kredit Multiguna,250000000,159507684,60,7.5,2021-11-24,2026-10-29,1-Lancar,Mesin/Peralatan,Transportasi
KRD002522,NSB0007742,KPR,200000000,170507304,120,12.0,2020-03-16,2030-01-23,1-Lancar,Personal Guarantee,Retail
KRD002523,NSB0009931,KPR,300000000,190510697,120,8.0,2024-02-24,2034-01-02,2-Dalam Perhatian Khusus,Deposito,Properti
KRD002524,NSB0006398,KPR,500000000,318785944,120,11.0,2023-11-07,2033-09-15,1-Lancar,Tanpa Agunan,Konstruksi
KRD002525,NSB0008029,Kartu Kredit,50000000,30728271,12,9.5,2024-02-26,2025-02-20,1-Lancar,Tanpa Agunan,Properti
KRD002526,NSB0009792,Kartu Kredit,50000000,8307509,24,10.5,2024-12-30,2026-12-20,1-Lancar,Personal Guarantee,F&B
KRD002527,NSB0004712,KUR Mikro,15000000,6593032,36,6.0,2023-09-04,2026-08-19,3-Kurang Lancar,BPKB,Perikanan
KRD002528,NSB0000800,Kartu Kredit,100000000,10196895,48,9.0,2020-03-24,2024-03-03,1-Lancar,BPKB,Perikanan
KRD002529,NSB0007057,KUR Mikro,25000000,18574611,24,6.0,2022-01-24,2024-01-14,1-Lancar,Deposito,Konstruksi
KRD002530,NSB0001643,Kredit Investasi,500000000,105608341,60,11.0,2024-09-18,2029-08-23,2-Dalam Perhatian Khusus,BPKB,Manufaktur
KRD002531,NSB0000495,KUR Kecil,200000000,36469954,48,6.0,2021-06-01,2025-05-11,1-Lancar,Deposito,Transportasi
KRD002532,NSB0001612,KUR Mikro,25000000,15807006,24,6.0,2023-01-10,2024-12-30,1-Lancar,Sertifikat Tanah,Retail
KRD002533,NSB0004297,Kredit Investasi,100000000,49065138,48,12.0,2023-04-14,2027-03-24,1-Lancar,Mesin/Peralatan,F&B
KRD002534,NSB0008145,KUR Kecil,500000000,344225864,48,6.0,2020-09-03,2024-08-13,2-Dalam Perhatian Khusus,Deposito,Retail
KRD002535,NSB0000591,Kredit Multiguna,1000000000,897134148,60,10.5,2022-03-28,2027-03-02,1-Lancar,Personal Guarantee,Perikanan
KRD002536,NSB0007504,KPR,200000000,87830605,120,12.0,2021-05-09,2031-03-18,1-Lancar,Mesin/Peralatan,Properti
KRD002537,NSB0005832,Kredit Investasi,1000000000,946742636,48,12.0,2024-04-20,2028-03-30,2-Dalam Perhatian Khusus,Personal Guarantee,Retail
KRD002538,NSB0001973,KUR Kecil,200000000,102834691,48,6.0,2021-10-04,2025-09-13,1-Lancar,BPKB,Pertanian
KRD002539,NSB0003024,Kartu Kredit,50000000,42466687,24,7.5,2024-10-06,2026-09-26,2-Dalam Perhatian Khusus,Deposito,Manufaktur
KRD002540,NSB0002991,Kredit Multiguna,1000000000,132213909,48,8.5,2023-10-06,2027-09-15,3-Kurang Lancar,Mesin/Peralatan,Retail
KRD002541,NSB0006526,KPR,1500000000,1143860062,120,12.0,2021-09-14,2031-07-24,1-Lancar,Sertifikat Tanah,Perikanan
KRD002542,NSB0002796,KKB,300000000,169723517,48,10.5,2024-01-28,2028-01-07,1-Lancar,Personal Guarantee,Manufaktur
KRD002543,NSB0002031,Kartu Kredit,500000000,155789522,48,8.0,2022-10-13,2026-09-22,1-Lancar,Sertifikat Tanah,Perdagangan
KRD002544,NSB0000564,Kredit Multiguna,500000000,270200527,24,11.0,2022-02-27,2024-02-17,2-Dalam Perhatian Khusus,Deposito,Pertanian
KRD002545,NSB0002606,KPR,1000000000,634862667,240,9.0,2022-10-10,2042-06-27,1-Lancar,Sertifikat Tanah,Retail
KRD002546,NSB0005988,Kredit Multiguna,50000000,7312860,36,11.0,2024-08-06,2027-07-22,1-Lancar,Tanpa Agunan,Jasa
KRD002547,NSB0007052,KKB,500000000,269113078,48,12.0,2020-02-07,2024-01-17,5-Macet,Deposito,Perikanan
KRD002548,NSB0001988,Kredit Investasi,500000000,57996231,36,9.5,2022-05-16,2025-04-30,1-Lancar,Tanpa Agunan,Perdagangan
KRD002549,NSB0003218,Kartu Kredit,1000000000,693342047,36,10.0,2021-08-31,2024-08-15,2-Dalam Perhatian Khusus,Personal Guarantee,Pertanian
KRD002550,NSB0000788,Kredit Modal Kerja,250000000,102061018,60,9.5,2021-08-17,2026-07-22,1-Lancar,Sertifikat Tanah,Konstruksi
KRD002551,NSB0006410,Kredit Multiguna,50000000,37145656,36,12.0,2021-08-16,2024-07-31,1-Lancar,Sertifikat Tanah,Manufaktur
KRD002552,NSB0006385,KUR Kecil,300000000,93218429,36,6.0,2022-05-20,2025-05-04,1-Lancar,Personal Guarantee,Manufaktur
KRD002553,NSB0008637,Kredit Multiguna,100000000,48037221,12,10.0,2023-05-25,2024-05-19,3-Kurang Lancar,Mesin/Peralatan,Perikanan
KRD002554,NSB0004917,KUR Mikro,10000000,7411545,24,6.0,2021-04-22,2023-04-12,1-Lancar,Sertifikat Tanah,Jasa
KRD002555,NSB0004206,KKB,150000000,66903426,60,10.0,2022-05-12,2027-04-16,1-Lancar,BPKB,Perdagangan
KRD002556,NSB0005628,KPR,300000000,260825499,180,11.0,2024-02-23,2038-12-06,5-Macet,Sertifikat Tanah,Jasa
KRD002557,NSB0007533,KPR,500000000,375100134,180,8.0,2023-01-04,2037-10-17,3-Kurang Lancar,Tanpa Agunan,Konstruksi
KRD002558,NSB0005671,KUR Kecil,200000000,112730672,48,6.0,2021-05-15,2025-04-24,1-Lancar,Sertifikat Tanah,Manufaktur
KRD002559,NSB0003817,KPR,200000000,140515295,180,12.0,2021-08-18,2036-05-31,1-Lancar,Personal Guarantee,Perikanan
KRD002560,NSB0004887,KPR,300000000,275409968,240,8.0,2022-07-30,2042-04-16,5-Macet,Deposito,Jasa
KRD002561,NSB0002463,Kredit Modal Kerja,100000000,55750647,12,8.5,2024-05-30,2025-05-25,1-Lancar,Tanpa Agunan,Perdagangan
KRD002562,NSB0009023,KUR Kecil,100000000,29463808,36,6.0,2020-10-05,2023-09-20,2-Dalam Perhatian Khusus,Mesin/Peralatan,Konstruksi
KRD002563,NSB0004143,KUR Kecil,50000000,30193187,48,6.0,2023-06-01,2027-05-11,2-Dalam Perhatian Khusus,Deposito,Perikanan
KRD002564,NSB0009319,KUR Mikro,20000000,15173924,12,6.0,2021-07-15,2022-07-10,3-Kurang Lancar,BPKB,Konstruksi
KRD002565,NSB0009773,Kredit Investasi,250000000,131201063,12,9.0,2020-09-28,2021-09-23,5-Macet,Personal Guarantee,Pertanian
KRD002566,NSB0006197,KUR Kecil,300000000,54335195,36,6.0,2023-01-05,2025-12-20,4-Diragukan,Mesin/Peralatan,Retail
KRD002567,NSB0002915,KUR Mikro,5000000,712565,24,6.0,2023-11-14,2025-11-03,1-Lancar,Deposito,Pertanian
KRD002568,NSB0000029,Kredit Multiguna,50000000,37831673,48,9.0,2021-11-16,2025-10-26,4-Diragukan,Tanpa Agunan,Pertanian
KRD002569,NSB0006998,KPR,300000000,263911253,120,10.0,2021-05-11,2031-03-20,1-Lancar,Sertifikat Tanah,Perikanan
KRD002570,NSB0005565,Kredit Investasi,250000000,150148571,36,9.5,2020-03-12,2023-02-25,1-Lancar,Personal Guarantee,Konstruksi
KRD002571,NSB0006899,KPR,300000000,274499072,120,11.0,2021-07-05,2031-05-14,1-Lancar,BPKB,Jasa
KRD002572,NSB0009241,KKB,200000000,97024080,48,8.5,2024-08-23,2028-08-02,4-Diragukan,Sertifikat Tanah,Manufaktur
KRD002573,NSB0008342,KUR Kecil,100000000,91624394,36,6.0,2021-07-25,2024-07-09,3-Kurang Lancar,Sertifikat Tanah,Manufaktur
KRD002574,NSB0001265,KPR,300000000,110666994,180,11.0,2023-05-27,2038-03-09,1-Lancar,Mesin/Peralatan,Transportasi
KRD002575,NSB0001563,KKB,200000000,24372527,48,8.5,2023-07-23,2027-07-02,4-Diragukan,Deposito,Manufaktur
KRD002576,NSB0009670,Kredit Multiguna,100000000,61445292,48,8.0,2022-06-19,2026-05-29,1-Lancar,Deposito,Konstruksi
KRD002577,NSB0005976,KUR Mikro,5000000,1629440,24,6.0,2021-06-09,2023-05-30,5-Macet,Personal Guarantee,Pertanian
KRD002578,NSB0000920,KUR Mikro,15000000,6267065,12,6.0,2025-01-05,2025-12-31,1-Lancar,Personal Guarantee,F&B
KRD002579,NSB0009885,KUR Kecil,300000000,86387823,60,6.0,2021-06-25,2026-05-30,1-Lancar,Tanpa Agunan,Pertanian
KRD002580,NSB0009307,Kartu Kredit,50000000,12594399,12,11.0,2023-11-29,2024-11-23,1-Lancar,Mesin/Peralatan,Manufaktur
KRD002581,NSB0009510,KKB,150000000,46614678,36,10.5,2020-04-10,2023-03-26,1-Lancar,Mesin/Peralatan,Perdagangan
KRD002582,NSB0004112,Kartu Kredit,1000000000,296606593,12,10.0,2024-07-14,2025-07-09,1-Lancar,Personal Guarantee,Jasa
KRD002583,NSB0008369,KUR Kecil,200000000,186181319,36,6.0,2024-06-14,2027-05-30,1-Lancar,Sertifikat Tanah,Manufaktur
KRD002584,NSB0001961,Kredit Multiguna,250000000,137109151,48,12.0,2024-12-21,2028-11-30,1-Lancar,BPKB,Properti
KRD002585,NSB0000166,KPR,1500000000,588899068,240,8.0,2022-01-04,2041-09-21,5-Macet,Deposito,Pertanian
KRD002586,NSB0009998,KPR,300000000,102310171,180,8.0,2023-01-20,2037-11-02,1-Lancar,BPKB,Retail
KRD002587,NSB0004169,Kredit Multiguna,100000000,38233810,24,11.0,2020-06-06,2022-05-27,1-Lancar,Mesin/Peralatan,Manufaktur
KRD002588,NSB0007660,KUR Kecil,500000000,423875577,48,6.0,2021-06-08,2025-05-18,1-Lancar,Personal Guarantee,Pertanian
KRD002589,NSB0009504,KUR Kecil,500000000,331819242,36,6.0,2022-12-04,2025-11-18,1-Lancar,Personal Guarantee,Pertanian
KRD002590,NSB0005910,Kredit Multiguna,50000000,29357760,48,11.0,2023-01-09,2026-12-19,1-Lancar,BPKB,Properti
KRD002591,NSB0008477,Kredit Investasi,1000000000,135666094,48,11.0,2020-01-26,2024-01-05,1-Lancar,Sertifikat Tanah,Transportasi
KRD002592,NSB0001496,KPR,200000000,70376515,120,12.0,2024-04-04,2034-02-11,2-Dalam Perhatian Khusus,Tanpa Agunan,Transportasi
KRD002593,NSB0006831,KUR Kecil,100000000,61975226,60,6.0,2024-03-31,2029-03-05,1-Lancar,BPKB,Transportasi
KRD002594,NSB0002524,Kredit Investasi,1000000000,740346366,60,9.5,2024-03-10,2029-02-12,1-Lancar,BPKB,Properti
KRD002595,NSB0009200,KUR Kecil,200000000,93397219,60,6.0,2024-10-09,2029-09-13,5-Macet,Sertifikat Tanah,F&B
KRD002596,NSB0009252,KPR,1000000000,772557021,180,8.0,2021-05-27,2036-03-09,4-Diragukan,Tanpa Agunan,Manufaktur
KRD002597,NSB0000690,Kredit Investasi,1000000000,459415232,12,11.0,2025-02-26,2026-02-21,1-Lancar,Mesin/Peralatan,Properti
KRD002598,NSB0008608,KPR,500000000,194928545,120,7.5,2023-10-28,2033-09-05,1-Lancar,Sertifikat Tanah,Perikanan
KRD002599,NSB0002238,KPR,750000000,537184060,180,12.0,2025-01-02,2039-10-16,1-Lancar,Sertifikat Tanah,Pertanian
KRD002600,NSB0001997,Kredit Investasi,500000000,101626715,12,12.0,2022-07-24,2023-07-19,1-Lancar,BPKB,Retail
KRD002601,NSB0009029,KUR Mikro,5000000,2004300,12,6.0,2022-04-22,2023-04-17,1-Lancar,Sertifikat Tanah,Jasa
KRD002602,NSB0009351,KPR,300000000,246861396,180,11.0,2021-02-14,2035-11-28,1-Lancar,Sertifikat Tanah,Retail
KRD002603,NSB0008233,Kartu Kredit,250000000,200013114,48,10.5,2024-02-17,2028-01-27,1-Lancar,Sertifikat Tanah,Perdagangan
KRD002604,NSB0002768,KPR,1500000000,1205892888,180,8.5,2021-05-23,2036-03-05,3-Kurang Lancar,BPKB,Pertanian
KRD002605,NSB0004128,Kredit Modal Kerja,100000000,20202592,12,10.5,2022-12-12,2023-12-07,2-Dalam Perhatian Khusus,Deposito,Pertanian
KRD002606,NSB0006305,KUR Mikro,5000000,4352224,36,6.0,2023-09-27,2026-09-11,3-Kurang Lancar,Personal Guarantee,Jasa
KRD002607,NSB0008376,KUR Mikro,20000000,17115585,12,6.0,2020-12-25,2021-12-20,2-Dalam Perhatian Khusus,Sertifikat Tanah,Perdagangan
KRD002608,NSB0002430,KPR,200000000,41295057,180,10.5,2020-03-03,2034-12-15,1-Lancar,Sertifikat Tanah,Pertanian
KRD002609,NSB0001255,Kredit Investasi,500000000,151517804,36,8.0,2024-01-15,2026-12-30,1-Lancar,Tanpa Agunan,Konstruksi
KRD002610,NSB0005490,Kredit Modal Kerja,1000000000,400580754,60,10.5,2020-04-14,2025-03-19,4-Diragukan,Personal Guarantee,Perikanan
KRD002611,NSB0006973,Kredit Multiguna,500000000,203164755,36,9.0,2021-12-20,2024-12-04,1-Lancar,Sertifikat Tanah,Perikanan
KRD002612,NSB0001209,KKB,300000000,149157871,36,12.0,2021-11-25,2024-11-09,1-Lancar,Deposito,Pertanian
KRD002613,NSB0006361,KKB,100000000,24698060,36,8.5,2021-05-13,2024-04-27,2-Dalam Perhatian Khusus,Sertifikat Tanah,Retail
KRD002614,NSB0008361,Kredit Investasi,50000000,47315505,48,8.0,2024-01-07,2027-12-17,2-Dalam Perhatian Khusus,Personal Guarantee,Perikanan
KRD002615,NSB0004744,KUR Kecil,300000000,72337078,48,6.0,2020-04-26,2024-04-05,5-Macet,BPKB,Konstruksi
KRD002616,NSB0002773,Kredit Modal Kerja,250000000,95237683,12,10.5,2025-01-05,2025-12-31,1-Lancar,Deposito,Pertanian
KRD002617,NSB0003083,KKB,150000000,70861679,36,8.0,2021-02-08,2024-01-24,1-Lancar,Personal Guarantee,Jasa
KRD002618,NSB0007989,Kredit Multiguna,100000000,13421725,24,12.0,2023-09-28,2025-09-17,4-Diragukan,Deposito,Jasa
KRD002619,NSB0004685,KUR Kecil,500000000,450504059,48,6.0,2023-05-12,2027-04-21,2-Dalam Perhatian Khusus,Mesin/Peralatan,Pertanian
KRD002620,NSB0001229,KUR Mikro,25000000,8709087,24,6.0,2022-09-07,2024-08-27,2-Dalam Perhatian Khusus,Personal Guarantee,Properti
KRD002621,NSB0007294,KUR Mikro,5000000,1260959,36,6.0,2023-10-23,2026-10-07,5-Macet,Mesin/Peralatan,Properti
KRD002622,NSB0001299,KUR Kecil,500000000,81229865,36,6.0,2021-10-17,2024-10-01,1-Lancar,Tanpa Agunan,Pertanian
KRD002623,NSB0007946,KPR,750000000,107293520,240,11.0,2022-05-22,2042-02-06,1-Lancar,BPKB,F&B
KRD002624,NSB0003783,KKB,200000000,111888457,48,9.5,2024-01-09,2027-12-19,2-Dalam Perhatian Khusus,Mesin/Peralatan,Manufaktur
KRD002625,NSB0009050,Kartu Kredit,250000000,93125438,24,9.0,2023-05-15,2025-05-04,2-Dalam Perhatian Khusus,BPKB,Konstruksi
KRD002626,NSB0005999,KPR,200000000,101772685,240,11.0,2022-10-26,2042-07-13,1-Lancar,Personal Guarantee,Manufaktur
KRD002627,NSB0009282,KUR Mikro,10000000,2550306,24,6.0,2024-10-12,2026-10-02,1-Lancar,BPKB,Properti
KRD002628,NSB0006321,KUR Mikro,15000000,4149112,36,6.0,2022-10-16,2025-09-30,1-Lancar,Deposito,Konstruksi
KRD002629,NSB0006226,KUR Kecil,100000000,75695786,36,6.0,2022-05-26,2025-05-10,1-Lancar,Sertifikat Tanah,Jasa
KRD002630,NSB0000230,Kredit Modal Kerja,250000000,59492099,12,8.5,2023-05-17,2024-05-11,1-Lancar,BPKB,Pertanian
KRD002631,NSB0003685,KKB,150000000,132567606,48,9.0,2024-08-30,2028-08-09,1-Lancar,BPKB,Konstruksi
KRD002632,NSB0005511,Kartu Kredit,1000000000,275178260,36,12.0,2025-01-16,2028-01-01,1-Lancar,Personal Guarantee,Konstruksi
KRD002633,NSB0005673,KPR,1500000000,314028329,120,11.0,2020-01-03,2029-11-11,5-Macet,Personal Guarantee,Transportasi
KRD002634,NSB0002473,Kredit Multiguna,50000000,29400480,36,10.0,2024-02-07,2027-01-22,4-Diragukan,BPKB,Properti
KRD002635,NSB0003374,KPR,1500000000,1179321184,240,8.0,2020-09-18,2040-06-05,1-Lancar,Mesin/Peralatan,Retail
KRD002636,NSB0000911,Kartu Kredit,500000000,474367991,48,12.0,2022-08-01,2026-07-11,1-Lancar,Tanpa Agunan,Transportasi
KRD002637,NSB0007026,Kredit Multiguna,100000000,93489546,12,11.0,2021-05-20,2022-05-15,1-Lancar,Deposito,Properti
KRD002638,NSB0008096,Kredit Investasi,100000000,27392170,36,10.5,2024-08-30,2027-08-15,1-Lancar,Sertifikat Tanah,Retail
KRD002639,NSB0007511,Kredit Modal Kerja,1000000000,309253842,36,11.0,2023-02-15,2026-01-30,1-Lancar,BPKB,Konstruksi
KRD002640,NSB0000321,Kredit Investasi,500000000,244581694,48,8.5,2022-08-15,2026-07-25,1-Lancar,Deposito,Retail
KRD002641,NSB0008132,KKB,300000000,105603574,48,9.5,2020-01-28,2024-01-07,1-Lancar,Personal Guarantee,Perikanan
KRD002642,NSB0000888,Kredit Multiguna,100000000,88507817,60,7.5,2024-02-03,2029-01-07,1-Lancar,Deposito,Retail
KRD002643,NSB0001221,Kredit Investasi,100000000,24567404,48,11.0,2020-10-08,2024-09-17,1-Lancar,Mesin/Peralatan,Retail
KRD002644,NSB0007553,Kartu Kredit,50000000,39159309,24,9.5,2020-08-06,2022-07-27,1-Lancar,Personal Guarantee,Manufaktur
KRD002645,NSB0003294,Kartu Kredit,250000000,236534501,12,12.0,2022-09-13,2023-09-08,3-Kurang Lancar,BPKB,F&B
KRD002646,NSB0008091,KUR Mikro,25000000,13880024,24,6.0,2021-05-22,2023-05-12,1-Lancar,Personal Guarantee,Jasa
KRD002647,NSB0007534,KUR Mikro,10000000,4284580,12,6.0,2023-08-30,2024-08-24,1-Lancar,Tanpa Agunan,Jasa
KRD002648,NSB0005271,Kredit Modal Kerja,250000000,170922264,24,9.5,2025-03-03,2027-02-21,1-Lancar,Deposito,Konstruksi
KRD002649,NSB0005855,Kredit Multiguna,100000000,67784367,48,10.5,2022-11-04,2026-10-14,5-Macet,BPKB,Transportasi
KRD002650,NSB0005325,Kredit Modal Kerja,250000000,114145878,24,12.0,2022-05-18,2024-05-07,2-Dalam Perhatian Khusus,Personal Guarantee,Perdagangan
KRD002651,NSB0001175,KPR,300000000,127919019,120,9.0,2023-06-07,2033-04-15,1-Lancar,Mesin/Peralatan,Properti
KRD002652,NSB0003278,KPR,1500000000,1252959424,180,9.0,2024-07-26,2039-05-09,1-Lancar,Deposito,Properti
KRD002653,NSB0000421,KPR,1000000000,341487211,240,9.5,2023-05-14,2043-01-29,5-Macet,Deposito,Perikanan
KRD002654,NSB0004665,KUR Mikro,10000000,2736079,12,6.0,2020-02-12,2021-02-06,1-Lancar,Tanpa Agunan,Jasa
KRD002655,NSB0004324,KPR,300000000,249570046,120,8.5,2023-06-13,2033-04-21,2-Dalam Perhatian Khusus,Deposito,Pertanian
KRD002656,NSB0006137,Kredit Multiguna,500000000,64306565,60,12.0,2021-10-12,2026-09-16,1-Lancar,Personal Guarantee,Retail
KRD002657,NSB0000785,Kartu Kredit,50000000,25018404,24,8.5,2024-03-30,2026-03-20,4-Diragukan,Tanpa Agunan,Pertanian
KRD002658,NSB0006325,KUR Mikro,5000000,4702412,36,6.0,2022-05-17,2025-05-01,1-Lancar,Deposito,Retail
KRD002659,NSB0001577,KUR Kecil,300000000,244970682,60,6.0,2024-04-27,2029-04-01,1-Lancar,Tanpa Agunan,Konstruksi
KRD002660,NSB0001879,KPR,1000000000,619912690,120,9.0,2024-11-03,2034-09-12,1-Lancar,Mesin/Peralatan,Pertanian
KRD002661,NSB0009967,KKB,300000000,122997401,60,9.5,2023-02-15,2028-01-20,1-Lancar,Sertifikat Tanah,Pertanian
KRD002662,NSB0001114,KUR Mikro,15000000,7928480,24,6.0,2024-11-22,2026-11-12,2-Dalam Perhatian Khusus,Personal Guarantee,Transportasi
KRD002663,NSB0007520,KPR,500000000,301859258,240,10.0,2024-03-18,2043-12-04,1-Lancar,Mesin/Peralatan,Pertanian
KRD002664,NSB0008317,KKB,100000000,67445934,60,9.0,2023-09-21,2028-08-25,4-Diragukan,Sertifikat Tanah,Pertanian
KRD002665,NSB0005337,Kartu Kredit,250000000,222265265,24,11.0,2022-11-04,2024-10-24,1-Lancar,Personal Guarantee,Jasa
KRD002666,NSB0008534,Kredit Modal Kerja,250000000,59721495,48,11.0,2023-09-15,2027-08-25,1-Lancar,Tanpa Agunan,Perikanan
KRD002667,NSB0002010,Kredit Multiguna,250000000,145771973,48,9.0,2020-01-28,2024-01-07,1-Lancar,Tanpa Agunan,Pertanian
KRD002668,NSB0002901,KPR,1500000000,354680685,120,10.0,2024-06-22,2034-05-01,1-Lancar,BPKB,Properti
KRD002669,NSB0006494,Kredit Modal Kerja,50000000,16787460,60,12.0,2025-01-30,2030-01-04,1-Lancar,Personal Guarantee,Jasa
KRD002670,NSB0007304,Kredit Modal Kerja,50000000,44594055,48,10.0,2022-05-07,2026-04-16,3-Kurang Lancar,BPKB,Pertanian
KRD002671,NSB0008121,KPR,300000000,228474821,240,8.0,2020-07-10,2040-03-27,1-Lancar,Personal Guarantee,Retail
KRD002672,NSB0009992,Kartu Kredit,100000000,25715082,60,9.5,2021-10-16,2026-09-20,1-Lancar,Deposito,Transportasi
KRD002673,NSB0007409,Kredit Multiguna,1000000000,740692567,60,9.5,2021-07-16,2026-06-20,1-Lancar,Mesin/Peralatan,Manufaktur
KRD002674,NSB0000375,KPR,500000000,159547212,120,10.5,2022-08-15,2032-06-23,1-Lancar,Personal Guarantee,Transportasi
KRD002675,NSB0009143,Kredit Investasi,250000000,215267045,24,9.5,2021-12-30,2023-12-20,1-Lancar,Sertifikat Tanah,Perdagangan
